from_airport_iata,to_airport_iata,days_of_week,departure_time,arrival_time,flight_duration,flight,airline_iata,aircraft_iata
ORD,DSM,123456,7:10,8:30,1:20,AA4489,AA,ER4
ORD,DSM,123457,9:25,10:45,1:20,AA4199,AA,ER4
ORD,DSM,1567,16:00,17:15,1:15,AA4331,AA,CR7
ORD,DSM,156,7:35,8:55,1:20,AA4489,AA,ER4
ORD,DSM,157,9:45,11:05,1:20,AA4199,AA,ER4
ORD,DSM,1234567,10:50,12:05,1:15,AA4235,AA,ER4
ORD,DSM,1234567,12:20,13:35,1:15,AA4465,AA,ER4
ORD,DSM,1234567,21:40,23:00,1:20,AA4175,AA,ER4
ORD,DTW,1234567,10:10,12:35,1:25,AA4452,AA,CR7
ORD,DTW,1234567,21:40,23:59,1:19,AA4319,AA,CR7
ORD,DTW,7,7:55,10:20,1:25,AA4136,AA,CR7
ORD,DTW,123456,7:00,9:25,1:25,AA4136,AA,CR7
ORD,DTW,1567,10:40,13:05,1:25,AA4452,AA,CR7
ORD,DTW,1567,21:35,23:55,1:20,AA4319,AA,CR7
ORD,DTW,1234567,7:00,9:25,1:25,AA4136,AA,CR7
ORD,DTW,1234567,13:00,15:20,1:20,AA4466,AA,CR7
ORD,DTW,1234567,14:40,17:00,1:20,AA1556,AA,M80
ORD,DTW,1234567,16:55,19:15,1:20,AA4362,AA,CR7
ORD,DTW,1234567,19:25,21:40,1:15,AA510,AA,M80
ORD,DUB,2467,19:20,8:30,7:10,AA92,AA,763
ORD,DUB,124567,19:20,8:30,7:10,AA92,AA,763
ORD,EGE,1234567,8:35,10:25,2:50,AA2375,AA,757
ORD,EGE,6,16:15,18:05,2:50,AA2269,AA,757
ORD,ELP,1234567,19:05,21:30,3:25,AA1031,AA,M80
ORD,EVV,1234567,16:00,17:10,1:10,AA4092,AA,ERD
ORD,EVV,123457,20:35,21:45,1:10,AA4267,AA,ER4
ORD,EVV,7,16:45,17:55,1:10,AA4092,AA,ERD
ORD,EVV,1234567,20:35,21:45,1:10,AA4267,AA,ER4
ORD,EVV,123456,16:00,17:10,1:10,AA4092,AA,ERD
ORD,EVV,1234567,7:25,8:35,1:10,AA4010,AA,ER4
ORD,EVV,1234567,10:10,11:20,1:10,AA4200,AA,ER4
ORD,EVV,1234567,12:20,13:25,1:05,AA3967,AA,ERD
ORD,EWR,1234567,6:35,9:30,1:55,AA1704,AA,M80
ORD,EWR,1234567,8:20,11:25,2:05,AA1462,AA,M80
ORD,EWR,1234567,11:50,15:00,2:10,AA1184,AA,M80
ORD,EWR,1234567,18:55,21:59,2:04,AA1918,AA,M83
ORD,EWR,123457,14:40,17:55,2:15,AA2344,AA,M80
ORD,FLL,1234567,7:05,11:05,3:00,AA568,AA,M80
ORD,FLL,1234567,12:45,16:45,3:00,AA730,AA,M80
ORD,FLL,1234567,18:30,22:35,3:05,AA544,AA,M83
ORD,FNT,1234567,21:05,23:05,1:00,AA4060,AA,ER4
ORD,FNT,123457,9:30,11:30,1:00,AA4027,AA,ER4
ORD,FNT,123457,16:00,18:00,1:00,AA4510,AA,ERD
ORD,FNT,6,9:20,11:20,1:00,AA4027,AA,ER4
ORD,FRA,1234567,19:30,11:05,8:35,AA84,AA,763
ORD,FWA,1234567,10:05,12:05,1:00,AA4011,AA,ER4
ORD,FWA,123457,13:00,14:55,0:55,AA4311,AA,ER4
ORD,FWA,123457,16:15,18:10,0:55,AA4277,AA,ER4
ORD,FWA,123457,20:00,21:55,0:55,AA4105,AA,ER4
ORD,FWA,6,14:05,16:00,0:55,AA4311,AA,ER4
ORD,FWA,6,17:00,18:55,0:55,AA4277,AA,ER4
ORD,GRB,1234567,15:35,16:30,0:55,AA4181,AA,ER4
ORD,GRB,1234567,18:35,19:30,0:55,AA3956,AA,ER4
ORD,GRB,123457,17:15,18:10,0:55,AA4367,AA,ER4
ORD,GRB,12345,11:30,12:25,0:55,AA4061,AA,ERD
ORD,GRB,6,11:35,12:30,0:55,AA4061,AA,ERD
ORD,GRB,7,11:15,12:10,0:55,AA4061,AA,ERD
ORD,GRR,6,8:55,10:45,0:50,AA4033,AA,ER4
ORD,GRR,123457,9:10,11:00,0:50,AA4033,AA,ER4
ORD,GRR,1234567,9:10,11:00,0:50,AA4033,AA,ER4
ORD,GRR,1234567,12:05,13:55,0:50,AA4006,AA,ER4
ORD,GRR,1234567,14:25,16:20,0:55,AA4177,AA,ERD
ORD,GRR,1234567,20:40,22:30,0:50,AA4375,AA,ER4
ORD,GRR,123457,17:50,19:45,0:55,AA4279,AA,ER4
ORD,GUC,6,8:55,10:50,2:55,AA2231,AA,757
ORD,HDN,1234567,12:40,14:30,2:50,AA2363,AA,757
ORD,HNL,567,9:05,14:25,9:20,AA73,AA,763
ORD,HPN,123456,14:50,18:00,2:10,AA4436,AA,ERD
ORD,HPN,123457,13:00,16:05,2:05,AA4424,AA,ERD
ORD,HPN,123457,17:40,20:50,2:10,AA4430,AA,ERD
ORD,HPN,123457,18:50,21:59,2:09,AA4416,AA,ERD
ORD,HPN,12345,6:25,9:30,2:05,AA4420,AA,ERD
ORD,HPN,12345,8:55,12:00,2:05,AA4412,AA,ERD
ORD,HSV,123457,12:15,13:55,1:40,AA4391,AA,ERD
ORD,IAH,1234567,9:35,12:25,2:50,AA1067,AA,M80
ORD,IAH,1234567,12:05,14:50,2:45,AA1751,AA,M80
ORD,IAH,1234567,19:25,22:15,2:50,AA1609,AA,M80
ORD,ICT,1234567,18:45,20:45,2:00,AA4082,AA,ER4
ORD,ICT,1567,18:55,20:55,2:00,AA4082,AA,ER4
ORD,ICT,1234567,8:00,10:00,2:00,AA4253,AA,ER4
ORD,ICT,1234567,14:10,16:10,2:00,AA3981,AA,ER4
ORD,ICT,123457,11:20,13:20,2:00,AA3919,AA,ER4
ORD,IND,123457,18:00,20:05,1:05,AA4135,AA,CR7
ORD,IND,1567,18:05,20:10,1:05,AA4135,AA,CR7
ORD,IND,1234567,7:00,9:05,1:05,AA3952,AA,ER4
ORD,IND,1234567,10:35,12:35,1:00,AA4232,AA,ER4
ORD,IND,1234567,15:20,17:20,1:00,AA1284,AA,M80
ORD,IND,1234567,19:50,21:55,1:05,AA532,AA,M80
ORD,IND,1234567,21:35,23:35,1:00,AA4214,AA,ER4
ORD,IND,123457,13:40,15:40,1:00,AA3970,AA,ERD
ORD,JAC,1234567,11:25,13:25,3:00,AA2253,AA,757
ORD,JAX,1234567,8:50,12:20,2:30,AA4185,AA,ER4
ORD,JAX,1234567,18:05,21:35,2:30,AA4503,AA,ER4
ORD,JFK,1234567,13:20,16:35,2:15,AA1362,AA,M80
ORD,LAS,1234567,7:10,9:15,4:05,AA2013,AA,M83
ORD,LAS,1234567,8:30,10:40,4:10,AA877,AA,M83
ORD,LAS,1234567,13:05,15:10,4:05,AA1715,AA,M83
ORD,LAS,1234567,14:30,16:35,4:05,AA1599,AA,M83
ORD,LAX,1,12:45,15:15,4:30,AA2503,AA,763
ORD,LAX,1234567,7:05,9:35,4:30,AA2099,AA,M83
ORD,LAX,1234567,9:15,12:00,4:45,AA1757,AA,M83
ORD,LAX,1234567,11:15,13:50,4:35,AA1247,AA,M83
ORD,LAX,1234567,14:05,16:40,4:35,AA1345,AA,M83
ORD,LAX,1234567,15:10,17:30,4:20,AA455,AA,763
ORD,LAX,1234567,16:35,19:15,4:40,AA557,AA,M83
ORD,LAX,1234567,17:45,20:25,4:40,AA889,AA,M83
ORD,LAX,1234567,19:05,21:35,4:30,AA699,AA,757
ORD,LAX,1234567,20:15,22:45,4:30,AA607,AA,757
ORD,LGA,1234567,16:45,20:00,2:15,AA354,AA,M83
ORD,LGA,1234567,7:50,10:50,2:00,AA392,AA,M80
ORD,LGA,1234567,9:50,12:59,2:09,AA382,AA,M80
ORD,LGA,1234567,12:25,15:30,2:05,AA374,AA,M80
ORD,LGA,1234567,13:10,16:15,2:05,AA370,AA,M83
ORD,LGA,1234567,15:15,18:30,2:15,AA360,AA,M80
ORD,LGA,1234567,17:40,20:55,2:15,AA352,AA,M83
ORD,LGA,1234567,18:30,21:40,2:10,AA350,AA,M80
ORD,LGA,1234567,19:20,22:29,2:09,AA348,AA,M80
ORD,LGA,1234567,20:30,23:30,2:00,AA336,AA,757
ORD,LGA,123456,6:00,8:55,1:55,AA398,AA,757
ORD,LGA,123457,9:00,11:59,1:59,AA386,AA,M80
ORD,LGA,123457,10:50,14:00,2:10,AA378,AA,M80
ORD,LGA,123457,14:05,17:20,2:15,AA366,AA,M80
ORD,LGA,123457,16:15,19:29,2:14,AA358,AA,757
ORD,LGA,123457,20:00,23:10,2:10,AA346,AA,M80
ORD,LGA,12345,6:45,9:50,2:05,AA394,AA,M80
ORD,LHR,1234567,19:55,9:25,7:30,BA298,BA,777
ORD,LHR,134567,21:55,11:30,7:35,AA98,AA,777
ORD,LHR,2,22:25,12:00,7:35,AA98,AA,777
ORD,LHR,2345,21:55,11:30,7:35,AA98,AA,777
ORD,LHR,35,9:10,22:30,7:20,AA90,AA,777
ORD,LHR,123,22:25,12:00,7:35,AA98,AA,777
ORD,LHR,4567,21:55,11:30,7:35,AA98,AA,777
ORD,LHR,1234567,9:10,22:30,7:20,AA90,AA,777
ORD,LHR,1234567,17:05,6:35,7:30,AA86,AA,777
ORD,LHR,1234567,17:05,6:40,7:35,BA294,BA,777
ORD,LHR,1234567,21:45,11:35,7:50,BA296,BA,767
ORD,LIT,1234567,13:20,15:10,1:50,AA4037,AA,ER4
ORD,LIT,123457,16:10,17:55,1:45,AA3938,AA,ER4
ORD,LIT,1567,13:20,15:05,1:45,AA4037,AA,CR7
ORD,LIT,157,16:05,17:55,1:50,AA3938,AA,CR7
ORD,LIT,1234567,10:30,12:20,1:50,AA3950,AA,ER4
ORD,LIT,1234567,20:00,21:55,1:55,AA3962,AA,ER4
ORD,LIT,123457,8:05,9:55,1:50,AA3958,AA,CR7
ORD,LSE,1234567,13:05,14:15,1:10,AA4023,AA,ER4
ORD,LSE,1234567,16:25,17:30,1:05,AA4237,AA,ERD
ORD,LSE,1234567,20:00,21:10,1:10,AA4307,AA,ER4
ORD,LSE,123457,9:30,10:40,1:10,AA4148,AA,ER4
ORD,MAD,124567,16:45,7:40,7:55,IB6274,IB,340
ORD,MAD,1234567,16:45,7:40,7:55,IB6274,IB,340
ORD,MAN,24567,17:35,7:05,7:30,AA54,AA,763
ORD,MCI,1234567,7:30,8:55,1:25,AA2463,AA,M83
ORD,MCI,1234567,13:40,15:10,1:30,AA4363,AA,CR7
ORD,MCI,1234567,15:35,17:05,1:30,AA2423,AA,M83
ORD,MCI,1234567,17:00,18:35,1:35,AA4429,AA,CR7
ORD,MCI,1234567,20:40,22:10,1:30,AA1659,AA,M80
ORD,MCI,123457,11:45,13:15,1:30,AA1861,AA,M80
ORD,MCO,1234567,7:00,10:35,2:35,AA716,AA,M80
ORD,MCO,1234567,10:20,14:00,2:40,AA718,AA,M80
ORD,MCO,1234567,12:40,16:15,2:35,AA1872,AA,M80
ORD,MCO,1234567,15:35,19:15,2:40,AA1526,AA,M80
ORD,MCO,1234567,18:45,22:20,2:35,AA1342,AA,M80
ORD,MEM,123457,15:35,17:20,1:45,AA4116,AA,ER4
ORD,MEM,157,15:15,17:05,1:50,AA4116,AA,ER4
ORD,MEM,1234567,10:00,11:45,1:45,AA4426,AA,CR7
ORD,MEM,123456,7:00,9:00,2:00,AA4143,AA,ER4
ORD,MEM,123457,20:55,22:45,1:50,AA3955,AA,ER4
ORD,MEM,6,19:10,21:00,1:50,AA3955,AA,ER4
ORD,MEX,6,16:25,20:45,4:20,AA1597,AA,757
ORD,MIA,1234567,6:00,9:55,2:55,AA780,AA,757
ORD,MIA,1234567,7:50,11:50,3:00,AA872,AA,757
ORD,MIA,1234567,9:15,13:20,3:05,AA294,AA,757
ORD,MIA,1234567,11:20,15:20,3:00,AA2050,AA,757
ORD,MIA,1234567,12:55,16:55,3:00,AA1964,AA,757
ORD,MIA,1234567,14:15,18:20,3:05,AA1374,AA,757
ORD,MIA,1234567,16:15,20:15,3:00,AA2378,AA,757
ORD,MIA,1234567,17:50,21:50,3:00,AA1904,AA,757
ORD,MIA,1234567,20:05,23:59,2:54,AA1940,AA,757
ORD,MKE,1234567,18:40,19:30,0:50,AA4096,AA,ER4
ORD,MKE,6,9:00,9:45,0:45,AA3973,AA,ER4
ORD,MKE,123457,9:15,10:00,0:45,AA3973,AA,ER4
ORD,MKE,1567,18:45,19:35,0:50,AA4096,AA,ER4
ORD,MKE,1234567,9:15,10:00,0:45,AA3973,AA,ER4
ORD,MKE,1234567,12:35,13:20,0:45,AA4085,AA,ERD
ORD,MKE,1234567,17:00,17:50,0:50,AA3912,AA,ER4
ORD,MLI,1234567,8:40,9:35,0:55,AA3925,AA,ER4
ORD,MLI,1234567,20:00,20:55,0:55,AA3929,AA,ER4
ORD,MLI,123457,14:00,14:50,0:50,AA4383,AA,ER4
ORD,MLI,1567,8:45,9:40,0:55,AA3925,AA,ER4
ORD,MLI,1567,19:45,20:40,0:55,AA3929,AA,ER4
ORD,MLI,157,14:15,15:05,0:50,AA4383,AA,ER4
ORD,MLI,6,14:25,15:20,0:55,AA4383,AA,ER4
ORD,MQT,1234567,18:40,21:55,2:15,AA4096,AA,ER4
ORD,MQT,1567,18:45,21:55,2:10,AA4096,AA,ER4
ORD,MQT,123457,17:50,20:10,1:20,AA3990,AA,ER4
ORD,MQT,12347,18:35,21:35,2:00,AA3956,AA,ER4
ORD,MSN,1234567,11:00,11:55,0:55,AA4234,AA,ER4
ORD,MSN,1234567,16:30,17:20,0:50,AA3957,AA,ER4
ORD,MSN,123457,9:00,9:50,0:50,AA4127,AA,ER4
ORD,MSN,1567,11:05,12:00,0:55,AA4234,AA,ER4
ORD,MSN,1567,16:10,17:00,0:50,AA3957,AA,ER4
ORD,MSN,157,9:05,9:55,0:50,AA4127,AA,ER4
ORD,MSN,1234567,7:10,8:00,0:50,AA4072,AA,ER4
ORD,MSN,1234567,21:40,22:25,0:45,AA4299,AA,ER4
ORD,MSN,123457,14:25,15:15,0:50,AA4016,AA,ER4
ORD,MSP,1234567,9:15,10:40,1:25,AA851,AA,M80
ORD,MSP,1234567,12:10,13:35,1:25,AA1571,AA,M83
ORD,MSP,1234567,13:40,15:05,1:25,AA411,AA,M83
ORD,MSP,1234567,15:00,16:25,1:25,AA417,AA,M83
ORD,MSP,1234567,16:40,18:10,1:30,AA1371,AA,M80
ORD,MSP,1234567,19:55,21:20,1:25,AA1087,AA,M83
ORD,MSP,123457,22:00,23:20,1:20,AA1673,AA,M80
ORD,MSP,12345,7:00,8:25,1:25,AA1565,AA,M83
ORD,MSY,1234567,8:10,10:35,2:25,AA1137,AA,M83
ORD,MSY,1234567,19:50,22:15,2:25,AA4028,AA,CR7
ORD,MSY,123457,14:35,16:55,2:20,AA1447,AA,M80
ORD,MTJ,6,11:25,13:20,2:55,AA2447,AA,M80
ORD,NRT,1234567,10:55,15:05,13:10,JL9,JL,744
ORD,NRT,1234567,11:05,15:15,13:10,AA153,AA,777
ORD,OKC,1234567,9:55,12:15,2:20,AA4286,AA,ER4
ORD,OKC,1234567,14:55,17:05,2:10,AA3975,AA,ER4
ORD,OKC,1234567,18:55,21:05,2:10,AA4090,AA,ER4
ORD,OMA,1234567,6:45,8:15,1:30,AA4024,AA,ER4
ORD,OMA,1234567,10:05,11:40,1:35,AA4003,AA,ER4
ORD,OMA,1234567,14:45,16:15,1:30,AA4204,AA,ER4
ORD,OMA,1567,6:50,8:20,1:30,AA4024,AA,ER4
ORD,OMA,1567,10:10,11:45,1:35,AA4003,AA,ER4
ORD,OMA,1567,14:30,16:00,1:30,AA4204,AA,ER4
ORD,OMA,123457,17:00,18:35,1:35,AA3930,AA,ER4
ORD,PBI,1234567,9:35,13:35,3:00,AA1823,AA,M83
ORD,PBI,1234567,17:45,21:40,2:55,AA1095,AA,M80
ORD,PHL,1234567,6:15,9:05,1:50,AA1248,AA,M80
ORD,PHL,1234567,9:40,12:40,2:00,AA2296,AA,M80
ORD,PHL,1234567,12:45,15:45,2:00,AA4171,AA,CR7
ORD,PHL,1234567,21:15,0:05,1:50,AA4189,AA,CR7
ORD,PHL,123457,15:20,18:25,2:05,AA1768,AA,M80
ORD,PHL,123457,18:20,21:25,2:05,AA408,AA,M83
ORD,PHL,6,16:30,19:40,2:10,AA1768,AA,M83
ORD,PHX,6,13:45,16:35,3:50,AA321,AA,M80
ORD,PHX,1234567,13:30,16:20,3:50,AA321,AA,M80
ORD,PHX,1234567,13:30,16:20,3:50,AA321,AA,M80
ORD,PHX,1234567,7:25,10:20,3:55,AA2455,AA,M80
ORD,PHX,1234567,10:00,13:00,4:00,AA2481,AA,M80
ORD,PHX,1234567,16:45,19:40,3:55,AA593,AA,M80
ORD,PHX,1234567,19:05,21:55,3:50,AA1733,AA,M80
ORD,PIA,1234567,11:40,12:35,0:55,AA4298,AA,ERD
ORD,PIA,1234567,14:40,15:30,0:50,AA4500,AA,ERD
ORD,PIA,1234567,16:35,17:25,0:50,AA4075,AA,ER4
ORD,PIA,123457,21:40,22:30,0:50,AA4379,AA,ER4
ORD,PIT,1234567,9:40,12:05,1:25,AA4261,AA,ER4
ORD,PIT,1234567,20:10,22:40,1:30,AA4345,AA,ER4
ORD,PIT,123457,12:15,14:40,1:25,AA4414,AA,ER4
ORD,PSP,1234567,10:00,12:20,4:20,AA305,AA,M83
ORD,PSP,6,7:25,9:35,4:10,AA2319,AA,M83
ORD,PVG,1234567,10:35,15:05,14:30,AA289,AA,777
ORD,PVR,1234567,9:10,13:50,4:40,AA2265,AA,M83
ORD,PVR,6,8:00,12:40,4:40,AA1785,AA,M83
ORD,PVR,6,10:35,15:15,4:40,AA2235,AA,M83
ORD,RDU,1234567,7:05,9:50,1:45,AA1686,AA,M80
ORD,RDU,1234567,11:00,13:50,1:50,AA4271,AA,CR7
ORD,RDU,1234567,18:05,21:00,1:55,AA1972,AA,M83
ORD,RDU,1234567,19:45,22:35,1:50,AA4505,AA,CR7
ORD,RDU,123457,13:35,16:20,1:45,AA454,AA,M83
ORD,RIC,1234567,9:20,12:15,1:55,AA4187,AA,ER4
ORD,RIC,1234567,13:55,16:50,1:55,AA4139,AA,ER4
ORD,RIC,1234567,19:20,22:15,1:55,AA4169,AA,ERD
ORD,RNO,1234567,10:00,12:15,4:15,AA1487,AA,757
ORD,ROC,1234567,9:40,12:20,1:40,AA4018,AA,ER4
ORD,ROC,1234567,13:00,15:40,1:40,AA4015,AA,ER4
ORD,ROC,1234567,19:15,21:55,1:40,AA3917,AA,ER4
ORD,RST,1234567,7:20,8:30,1:10,AA4397,AA,ERD
ORD,RST,1234567,14:15,15:25,1:10,AA4032,AA,ER4
ORD,RST,1234567,17:10,18:20,1:10,AA4049,AA,ERD
ORD,RST,1234567,20:25,21:35,1:10,AA3987,AA,ER4
ORD,RST,123456,10:50,12:05,1:15,AA3985,AA,ERD
ORD,RST,12345,12:10,13:20,1:10,AA3993,AA,ER4
ORD,RSW,1234567,6:35,10:25,2:50,AA2420,AA,M80
ORD,RSW,1234567,12:05,15:55,2:50,AA1503,AA,M80
ORD,SAN,1234567,8:10,10:35,4:25,AA2079,AA,M83
ORD,SAN,1234567,11:30,13:55,4:25,AA779,AA,M83
ORD,SAN,1234567,16:45,19:15,4:30,AA1605,AA,M83
ORD,SAN,1234567,19:15,21:40,4:25,AA1339,AA,M83
ORD,SAT,1234567,10:25,13:25,3:00,AA309,AA,M80
ORD,SAT,123457,18:10,21:15,3:05,AA597,AA,M80
ORD,SAT,6,18:25,21:30,3:05,AA597,AA,M83
ORD,SDF,1234567,8:20,10:40,1:20,AA4071,AA,ER4
ORD,SDF,1234567,10:35,12:50,1:15,AA4387,AA,ERD
ORD,SDF,1234567,13:25,15:40,1:15,AA3979,AA,ER4
ORD,SDF,123457,17:50,20:05,1:15,AA4381,AA,ER4
ORD,SDF,123457,21:45,23:59,1:14,AA4329,AA,ERD
ORD,SDF,6,17:10,19:25,1:15,AA4381,AA,ERD
ORD,SEA,1234567,8:30,11:05,4:35,AA1843,AA,M83
ORD,SEA,1234567,16:00,18:35,4:35,AA425,AA,M83
ORD,SEA,1234567,18:40,21:10,4:30,AA1223,AA,M83
ORD,SEA,123457,11:20,13:55,4:35,AA1441,AA,M83
ORD,SFO,1234567,7:25,10:15,4:50,AA1341,AA,M83
ORD,SFO,1234567,10:35,13:30,4:55,AA451,AA,M83
ORD,SFO,1234567,14:40,17:25,4:45,AA1613,AA,M83
ORD,SFO,1234567,18:45,21:30,4:45,AA1561,AA,763
ORD,SFO,123457,16:30,19:20,4:50,AA1835,AA,M83
ORD,SGF,1234567,15:30,17:05,1:35,AA4228,AA,ERD
ORD,SGF,1567,15:25,17:00,1:35,AA4228,AA,ER4
ORD,SGF,1234567,18:35,20:15,1:40,AA4393,AA,ER4
ORD,SGF,123457,20:10,21:50,1:40,AA3937,AA,ER4
ORD,SJC,1234567,8:55,11:40,4:45,AA1041,AA,M83
ORD,SJC,1234567,18:05,20:50,4:45,AA827,AA,M83
ORD,SJD,1234567,8:25,12:20,4:55,AA209,AA,M83
ORD,SJD,6,10:25,14:25,5:00,AA571,AA,M83
ORD,SJU,1234567,8:30,15:05,4:35,AA2057,AA,757
ORD,SLC,1234567,10:05,12:40,3:35,AA1145,AA,M80
ORD,SLC,1234567,19:40,22:10,3:30,AA1815,AA,M80
ORD,SNA,1234567,11:45,14:15,4:30,AA313,AA,757
ORD,SNA,123457,8:25,10:45,4:20,AA1425,AA,757
ORD,SNA,123457,18:40,21:00,4:20,AA1677,AA,757
ORD,SPI,123457,19:30,20:25,0:55,AA4406,AA,ERD
ORD,SPI,1234567,13:00,13:55,0:55,AA4410,AA,ERD
ORD,SPI,6,13:25,14:20,0:55,AA4410,AA,ERD
ORD,SPI,157,19:25,20:20,0:55,AA4406,AA,ERD
ORD,SPI,123457,13:00,13:55,0:55,AA4410,AA,ERD
ORD,STL,12345,7:15,8:25,1:10,AA407,AA,M83
ORD,STL,5,18:30,19:40,1:10,AA1235,AA,M83
ORD,STL,1234567,17:55,19:05,1:10,AA1235,AA,M80
ORD,STL,1234567,8:20,9:30,1:10,AA301,AA,M80
ORD,STL,1234567,10:35,11:45,1:10,AA761,AA,M80
ORD,STL,1234567,12:25,13:35,1:10,AA1797,AA,M83
ORD,STL,1234567,14:45,15:55,1:10,AA1201,AA,M80
ORD,STL,1234567,16:40,17:50,1:10,AA333,AA,M80
ORD,STL,1234567,20:20,21:30,1:10,AA1765,AA,M83
ORD,STL,123457,9:45,10:55,1:10,AA2001,AA,M83
ORD,STL,123457,13:55,15:05,1:10,AA1120,AA,M80
ORD,STL,123457,21:00,22:10,1:10,AA1869,AA,M80
ORD,SYR,1234567,8:20,11:00,1:40,AA4094,AA,ERD
ORD,SYR,1567,9:00,11:40,1:40,AA4094,AA,ERD
ORD,SYR,1234567,14:50,17:35,1:45,AA4498,AA,ER4
ORD,SYR,1234567,18:55,21:40,1:45,AA3906,AA,ER4
ORD,TOL,1234567,10:40,12:35,0:55,AA4440,AA,ER4
ORD,TOL,1234567,16:10,18:05,0:55,AA4339,AA,ER4
ORD,TOL,123457,20:15,22:15,1:00,AA4355,AA,ER4
ORD,TPA,1234567,10:35,14:15,2:40,AA1502,AA,M80
ORD,TPA,1234567,18:50,22:30,2:40,AA782,AA,M80
ORD,TUL,1234567,11:35,13:35,2:00,AA4512,AA,ER4
ORD,TUL,1234567,15:55,17:55,2:00,AA4515,AA,ER4
ORD,TUL,1234567,20:15,22:10,1:55,AA1212,AA,M80
ORD,TUL,123457,7:55,9:55,2:00,AA3995,AA,ER4
ORD,TUS,1234567,9:25,12:25,4:00,AA1637,AA,M80
ORD,TUS,1234567,19:50,22:40,3:50,AA1521,AA,M83
ORD,TVC,1234567,9:10,11:15,1:05,AA4469,AA,ERD
ORD,TVC,1234567,15:20,17:25,1:05,AA4210,AA,ER4
ORD,TYS,1234567,12:00,14:30,1:30,AA4014,AA,ER4
ORD,TYS,1234567,16:50,19:20,1:30,AA4222,AA,ER4
ORD,TYS,123457,7:15,9:50,1:35,AA4149,AA,ER4
ORD,XNA,123457,21:30,23:15,1:45,AA4035,AA,CR7
ORD,XNA,6,7:40,9:30,1:50,AA3913,AA,ER4
ORD,XNA,123457,8:10,10:00,1:50,AA3913,AA,ER4
ORD,XNA,157,21:15,23:00,1:45,AA4035,AA,CR7
ORD,XNA,1234567,8:10,10:00,1:50,AA3913,AA,ER4
ORD,XNA,1234567,15:10,17:00,1:50,AA4002,AA,ER4
ORD,XNA,1234567,18:30,20:25,1:55,AA4074,AA,ERD
ORD,XNA,1234567,19:55,21:45,1:50,AA4141,AA,CR7
ORD,XNA,12345,11:35,13:20,1:45,AA4275,AA,CR7
ORD,YOW,1234567,9:00,12:00,2:00,AA4051,AA,ER4
ORD,YOW,123457,14:35,17:30,1:55,AA4097,AA,ERD
ORD,YOW,123457,18:40,21:40,2:00,AA4098,AA,ER4
ORD,YOW,6,16:35,19:35,2:00,AA4097,AA,ER4
ORD,YUL,1234567,7:35,10:40,2:05,AA4438,AA,CR7
ORD,YUL,1234567,10:55,14:00,2:05,AA4467,AA,ER4
ORD,YUL,1234567,13:35,16:40,2:05,AA4476,AA,ER4
ORD,YUL,1234567,15:10,18:10,2:00,AA4432,AA,CR7
ORD,YUL,1234567,18:00,21:05,2:05,AA4034,AA,CR7
ORD,YYZ,12345,6:45,9:15,1:30,AA632,AA,M83
ORD,YYZ,1234567,8:35,11:15,1:40,AA4039,AA,ER4
ORD,YYZ,1234567,11:15,13:45,1:30,AA1214,AA,M80
ORD,YYZ,1234567,13:10,15:45,1:35,AA4068,AA,ER4
ORD,YYZ,1234567,14:20,17:00,1:40,AA4111,AA,ER4
ORD,YYZ,1234567,17:49,20:29,1:40,AA4495,AA,ERD
ORD,YYZ,1234567,20:30,22:59,1:29,AA564,AA,M83
ORD,YYZ,123457,15:45,18:25,1:40,AA4509,AA,ER4
ORF,BUR,1234567,7:10,12:30,8:20,AA493,AA,M80
ORF,DFW,1234567,7:10,9:55,3:45,AA493,AA,M80
ORF,DFW,1234567,17:50,20:35,3:45,AA1003,AA,M83
ORF,MIA,1234567,7:55,10:25,2:30,AA5588,AA,ER4
ORF,STL,1234567,7:30,8:55,2:25,AA5526,AA,ER4
ORF,STL,1234567,12:30,13:55,2:25,AA5356,AA,ERD
ORY,BCN,1234567,7:25,8:55,1:30,IB4431,IB,320
ORY,BCN,123457,7:25,8:55,1:30,IB4431,IB,320
ORY,BCN,1234567,12:45,14:15,1:30,IB4425,IB,319
ORY,BCN,1234567,19:55,21:25,1:30,IB4439,IB,319
ORY,BCN,1345,10:00,11:30,1:30,IB4423,IB,320
ORY,IBZ,35,11:30,13:30,2:00,IB8475,IB,CR2
ORY,IBZ,67,18:20,20:20,2:00,IB8475,IB,CR2
ORY,MAD,123456,10:10,12:00,1:50,IB3403,IB,320
ORY,MAD,1234567,7:50,9:40,1:50,IB3417,IB,320
ORY,MAD,1234567,11:15,13:05,1:50,IB3441,IB,321
ORY,MAD,1234567,14:55,16:45,1:50,IB3405,IB,321
ORY,MAD,1234567,17:00,18:50,1:50,IB3409,IB,321
ORY,MAD,1234567,19:25,21:15,1:50,IB3445,IB,321
ORY,MAD,123456,6:50,8:40,1:50,IB3401,IB,320
ORY,MAD,123457,11:55,13:45,1:50,IB3435,IB,320
ORY,MAD,123457,20:20,22:10,1:50,IB3411,IB,320
ORY,MAD,12345,18:20,20:10,1:50,IB3433,IB,320
ORY,PMI,6,11:30,13:25,1:55,IB8477,IB,CR2
ORY,RGS,47,11:30,13:10,1:40,IB8729,IB,CR2
ORY,VLL,12345,18:20,20:15,1:55,IB8515,IB,CR2
